W,X,Y,Z
-0.4608579712587862,-0.47665195779336683,-0.2130131317649524,-0.33665770954398017
-1.3263792310141724,-1.1806216409592045,-3.054952840001512,-4.829054140639668
-1.0844503992476429,-0.7421784770179035,-0.8424222440169484,-0.2860565275021203
0.16778266368981215,0.17966832007864933,0.462927129447808,0.4858584791295888
-3.5589348424164666,-2.2912003618005294,-7.463807594951813,-8.981381625199715
3.5281808177816667,2.2186349603657582,7.0525158301708455,7.988698083764502
-0.8316796383855574,-0.418836859184679,-1.6049729938266581,-1.622028508418228
-2.941131119765701,-1.7794572110300417,-5.752646286186683,-6.535729642667558
-0.10469008459249224,-0.024511475114306593,-0.5093509332151716,-0.4977597903021757
2.1471541659138147,1.439854304813832,4.403512317723509,5.627764604897578
0.579210159026476,0.5930053745064184,1.1553352704737303,0.7904039823822921
-2.132626855295447,-2.002550759164917,-5.215329946058503,-6.118090936272672
0.10745995202950576,0.45530807236237936,0.9722268835988729,0.5861056404785178
1.9727509035076904,0.8023881445623873,3.340623060999456,3.7629434559052
1.0564004199412138,0.8387488482240867,1.8813803490901715,1.9794060052529123
-0.771550939713409,0.1261040579999049,-2.077753197301716,-3.2493179975218784
0.45403568523221294,0.24767568433386272,1.2578529433598709,0.8590463248732021
1.6396846326606287,0.7114740837265179,3.34713383696288,4.125021134383296
1.4008528191755785,0.6265727737621747,3.3644201593619814,4.944582398662591
-1.878054739089504,-0.9953097627310968,-4.264298665298405,-4.982242834816254
-2.8542374811368747,-1.447701706624869,-6.304470226452822,-7.8015949730307765
-0.7332347543820923,-0.9416060334186895,-1.5352000243660977,-2.677882856865576
2.473081251738673,0.9538453775190457,5.473263219280664,5.773135122606905
-0.7420208462067381,-0.6753808106698452,-2.573539238351919,-2.950134783712685
-0.9818396669651899,-0.2974927349498736,-2.1002383077607076,-2.2494842520635414
-1.807205574292399,-1.4630002365695975,-3.540723710277994,-3.8315461829647033
-0.3839167615252044,-0.9352996229908441,0.2087448385788282,0.003993760230562748
-0.8496265050317526,-0.2583354735812553,-1.7871384567504314,-2.86429070792906
-1.049013972303211,-0.5385873612697031,-2.517131825066245,-3.263159706429885
1.349255475570696,0.6410329544297098,2.5602847401955184,2.788332066108673
-2.1042348010620624,-1.1616968096879634,-4.293330092776296,-4.893718788991446
-0.4919286505801673,-0.12414314049423038,-0.6325599713071561,-0.7349223967604961
-0.8246905826069393,-0.8286531997066431,-2.076007750893977,-1.9395612000579021
-1.459661661418335,-1.2347698015291775,-2.5990069827645166,-3.3315253365520587
1.464336466007492,0.5542807984685463,2.644825391611506,3.2215577794436565
-0.08035710716103267,-0.09861246466937307,0.39282852974940996,0.7732372449064951
0.6535331904769183,0.04799303579258787,1.1727847583987265,1.4698231218504902
0.8137658646259243,0.251817015137275,1.9070178923856247,2.731065917799078
-0.8966762042555002,-0.5164696051104272,-1.558018775022023,-1.5340672924600525
2.8752323492435763,1.8794739338735174,5.269426545275328,6.0040957979527265
0.08500689089605373,-0.2727614144769844,0.31847641190211745,0.8692931308762537
0.7482959019852488,0.464150990132425,1.919596697295121,1.3755171238670987
-0.8660413413293073,-0.37245972541955186,-0.9429798369131646,-0.33735122018464236
-0.6051622069452925,-0.6532883435223926,-1.138781820314235,-1.4996979738376293
-1.5908573026685593,-0.9232602204850306,-2.8167178323719386,-3.713664912359041
3.290504012948754,2.510499902320412,6.213939105738465,7.52196272786865
-3.019906651975936,-1.6494022074621728,-5.773463365322254,-7.4479728092957105
-0.6699997059495519,-0.16329856181282315,-0.78788616935955,-1.1916889503501602
0.5175722526725923,0.8789631358591761,0.9551895405311042,1.1010349689515362
-1.4737166426248056,-0.5281320475184239,-2.749558065661377,-2.9851899052665676
-0.07780613765187223,-0.10123872640951811,-0.04778541152585297,-0.26623122896347273
0.47079725218908636,0.266814271813915,0.5885470659046663,0.3054641607078369
-2.4793682948668496,-1.1429528120812527,-4.359767254687405,-4.931273817686755
1.1771063135656608,-0.04076037147630769,3.2405876136472096,3.187999357318998
1.4079724057213725,0.9374788462927729,2.145757173346462,2.9461765912985003
1.0786374325826,1.134082005780194,2.2149155162285137,1.986607729267521
-0.35320679133433863,0.07837699436415924,-1.521643029723054,-1.0747148555030561
-1.1531142047516525,-0.9343332901336008,-1.526116789489837,-1.831634774103714
3.22695330512433,1.7482963568850056,7.198077013718155,9.217254357008894
-2.0960530397775137,-1.4465595605225476,-4.368342269879154,-4.054283332981273
-1.8048892869332467,-0.8251951504592023,-3.479502584561229,-4.590170570708764
1.1968828148172785,1.031733316394595,1.6559816667159293,1.5035078084250073
1.015420085623023,0.5865281089261247,1.5646437022016622,1.4277493931845457
2.1945597877606873,1.1286305327099784,4.774064745295238,5.290715669872068
-0.9366062661260359,-0.8929142631550546,-1.9850643527444345,-1.7611397732239844
-1.1142758030237023,-0.5266013789561204,-1.9360548247634828,-2.320409885494601
1.2363003609262346,0.6603878491723473,2.4459004110278504,2.890270508468407
0.5579356212558609,0.3917911546734148,1.1213630898688733,1.1920605540903926
2.7115110731255836,2.2750247265210266,5.208263712365631,5.95689253243928
2.4757179101122655,1.4469406239590712,4.324971837047052,5.273227111463884
-1.772118759970975,-0.6052668009630174,-2.3792032954810534,-4.086514757936454
0.5106842341138516,0.2019963754776127,0.7863643047605918,1.2259606134891632
1.206143178480661,0.9290826255362756,2.952663161778315,2.5642430358539063
0.3812511756189614,0.19941166459497367,1.2693852224514464,1.3051934650678791
0.5409863013385048,0.3053168235967881,0.4839367783462989,-0.10708701901466511
0.19482844380634332,0.004854969094433602,0.5746904199831457,0.9716203060039078
1.491648775514743,0.668389307927141,1.7711270074392276,1.8893774928275304
-2.5495834718999584,-1.6955795771595281,-4.52395665421205,-5.691210745048418
-0.6115550025417542,-0.368746380789414,-0.958355501158011,-0.506800037027184
-1.7411830041512426,-1.4510633529947856,-3.829066068181504,-4.46306697285907
0.9602998680529025,0.23879614031643515,1.5038121472269017,1.7072475823480742
-2.1578574810801947,-1.11131233887495,-4.099975851788071,-5.341571877071145
-0.19823315244491024,-0.18034680859833319,-1.41567647059293,-1.1999755988469074
-0.7376549274331756,-0.28416270027140317,-1.6497679256639994,-2.019261094030163
0.568473443451654,0.14323944633087332,2.0561771482044606,3.22161275073491
0.05259012704335611,0.07361042813464183,0.3651902724849319,0.11727293904530622
-1.193461330494721,-0.757669233717767,-2.035506274570846,-1.8742705308659566
0.6542209961225836,0.5558602940432064,0.9304637427906968,1.3725100122752236
0.1546568249150473,0.3052668354096681,0.3241259314960052,1.0777412125308123
0.7698510231078988,0.30395824007377487,1.5213640199360023,1.0956606039070094
0.599159238129078,-0.13826142983627226,1.1610977389987274,1.9826487373605821
2.864506557545431,1.6767358627488804,5.899193313784427,7.7284569901441085
-0.37536638109305687,-0.22177107664272136,-1.033658417348427,-1.3452209994151607
-0.478328818637465,-0.43956079484249366,-1.435912371745651,-1.5753137107437645
1.0472736416620174,0.6397940915407023,2.760844875004855,3.3774916420661234
2.5034195818256673,1.7040441386113705,3.461133421566887,4.839101919379145
-3.2178295767488105,-1.8899504543581287,-7.167335022555051,-8.340134845378083
-0.23145581260882964,-0.7541600421845488,-0.5705471193113423,-0.3533988127109951
-1.7138207811066715,-0.48067137378819574,-4.190910197969811,-5.429368934235136
1.6355918489047327,1.0243249258203282,3.4615324304884165,4.948005551480476
-0.06817116174909321,0.4354681818304569,-0.7502433193220787,-1.1834431812987374
0.6213827250265833,-0.0630696327058673,0.25399794664440567,0.7932650001325441
-2.124329379618368,-1.2570633684602495,-4.313801364810922,-5.480174162146875
0.32628092641691187,0.32747816202539654,1.4147623570776013,1.5090081159551059
1.623639746582238,0.8808342299979834,3.8616315030157766,4.518487310506768
-4.58868884342413,-2.541367298425712,-9.94569185165174,-12.389117150736933
-1.1370225908757556,-1.0401908760127765,-2.219760032723541,-2.089446012481832
-0.31376329661552493,-0.6398855624506097,-0.2530292684004209,-1.0327322613540615
1.2765741888197122,1.0285752373901655,1.8433128153544742,1.7648992170042204
0.08929997673870399,0.25044648061790653,0.13667585372225605,-0.23528629829838202
1.8409867034547847,1.003003411906728,4.934040971294074,6.0431606237305875
1.8412299264342216,1.01046565485423,4.482679075988079,5.445150365188973
-0.856605133400295,-0.28329998677994256,-0.9563872228945158,-0.6275246175869695
