X,Y,Z
-0.9729684993143962,-3.9458231991898307,-2.118599293937717
1.0018940592576948,3.0682138478597603,1.3026342684637067
-1.723929527535049,-3.6148541179885387,-2.0147565193460046
0.70846442695999,3.0918828050308123,1.7313176045837841
0.20188666699554553,-0.16278076638264105,-0.06729296405783808
-0.1599741748041037,0.5805654533291187,0.08589558765619226
0.20153947643820597,1.17330851446029,0.7969240654351308
-1.079133700716944,-2.3586179085551353,-1.2284476547050884
-1.2756277950007073,-3.061266124626835,-1.524722994865901
0.9645159563383902,4.539427109414566,2.381338030181708
-0.9706054534099977,-1.5833659929553539,-1.3654984502392231
0.31885064193802826,1.8044413619470532,0.6050675678827397
0.39687711945225457,1.4471322823092496,0.6260924934576163
0.6115897112533613,1.4682985154451642,0.9222450228609764
0.6082292239073189,0.7786408717779107,0.7596565332256535
0.7285231900817019,0.3002246574703914,0.13011797727558483
1.88625420592696,6.703045153759853,3.3925644478789465
0.3530394231192196,2.709569073074195,1.758890253925263
0.9048358591032413,1.856033690229938,1.1273834681140116
0.8432751091260178,3.5608284768124863,1.6060620369474576
-1.7351357022815095,-6.094066515150081,-2.656160309155997
0.6846170170986954,1.242729293293853,0.9128669048405641
1.2389844470680846,4.455218949658121,2.52453911378021
-0.4331410948974703,-0.6001777642165633,-0.17025781308136528
0.4939078724641298,-0.3398528947095911,-0.4809835419331925
1.2828943492492617,3.0367275247728953,1.6312509491591867
0.6218833987791167,3.016291328407847,1.4413498786773165
-1.3104229194301968,-2.6775217631062667,-1.253546759804807
0.727050259694842,3.433197593355639,1.783669952632406
1.5445887711739061,3.8140620316672607,2.1136140028693
-0.3659838137984896,-0.014040857035253484,0.4007147755738534
-0.7399482122557326,-2.012803821931711,-1.605526111079263
0.5114585222070092,1.4797331756434653,0.6074172534036468
0.6575749415570048,1.621655057964006,0.8273163675886746
-0.028473993134392108,-0.7322042194928517,-0.08869261957782507
-0.3421753943978214,0.055500797563790616,-0.04139874367104185
0.3916329123807055,0.5359771863526026,0.8589404221588077
0.38122545024193605,2.027481782409496,1.23331625331844
0.3710341945769308,2.103057600095631,0.8111972893082862
-1.3279497768401873,-5.580633841337792,-2.619298912928558
-1.5885560547151147,-4.2947898848657715,-2.4379738564390254
-0.42811817469786095,-0.5751439294138206,-0.165111227666143
1.4739710632432959,3.4781291530578167,1.8424971444967335
0.2695115457745549,1.983382729711405,1.0517232358396837
0.7248565506708986,2.1212931452558133,0.8204709591932713
-0.8587052712342225,-3.402743001244701,-1.7186260557006303
-0.3320453422369793,-1.4956072061254615,-0.9103610857855602
-0.5784050399666726,-2.1877740986815564,-1.1174897936443404
0.22292623660641991,-0.8306768013110564,-0.3264669155686467
1.7745059327350265,4.981633836918375,2.481149419137374
0.687523862261212,-2.3237680445559215,-0.3493837905084336
0.4666905691573026,-1.1789168291123908,-0.24498333818583817
1.2788744274836423,4.593309484832786,2.2748616912740793
0.320074874644457,2.818511192137416,1.1971855796942705
-0.4898804003498856,-0.07637374312451192,0.07091008787076636
0.02745561215629681,0.9658754201234431,0.42708066897720337
-0.5523817800050453,-2.1883887953439873,-1.1836971013997593
-0.745408363035379,-3.1129759893783175,-0.7658497685383876
0.43595592427709723,0.8394108631326271,0.34606380991411984
-0.12009038103386928,-0.44810207088577303,-0.4778191441731876
1.178288190474063,3.245644129001705,1.5387230702639196
0.09979819352487981,-0.6792565462345617,-0.22511757416606293
-0.8145739120458327,-2.6805764863166828,-1.5629868118887331
1.8245570707707046,5.3590797345560395,2.6014327159034134
-1.0897138986778072,-3.2614442839535336,-1.8547537600009167
-0.7499336874233737,-1.9626902811435136,-1.0958599212445146
-0.16379821774765907,-2.9065808357827736,-1.4831679561129198
0.11367375612525735,-1.5311144846076585,-0.6138186639399338
0.325052285739886,1.112037992659199,0.22106882263901223
-0.3758070301714322,-0.7766074301905895,-0.7037458315147698
-1.4767790282514612,-6.014051607723427,-2.620106796516656
2.4674020643711634,6.605076642086618,3.788498547541173
-0.5957443837613258,-0.6502567267393266,-0.665361612435865
0.9268219508405539,2.3329788195066294,1.2228845969114444
-0.39278236005294925,-2.478804395179962,-1.0195059664264068
0.4182515186870443,1.256338810657998,0.7987776296432454
0.7835442171525605,4.254864228022712,1.7985610360492954
-0.30285194151988504,0.3925690079785198,0.09336144920049244
-0.8894770124680916,-3.4272347284732114,-1.608029282073172
-1.761433075420311,-5.509861325730053,-2.30309009276809
-0.44655485606878087,-0.9667772716444005,-0.37755360150579304
1.0199604829752114,4.35301150184986,2.190509329886045
-0.6947436718204596,-1.675164483959176,-0.7553925507992686
1.440606715662323,5.808836793875293,2.4679297065788415
0.5563876158029453,3.3416269307412754,1.5418962367001912
